title,genre,directors,writers,actors,studio_name,tomato_rating,audience_rating,budget,genres
This Is 40,Comedy,Judd Apatow,Judd Apatow,598.0,35,52,50.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}]"
This Is England,"Art House & International, Drama",Shane Meadows,Shane Meadows,0,460,93,89.0,2380000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
This Is Martin Bonner,Drama,Chad Hartigan,Chad Hartigan,0,326,93,69.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
This Is the End,"Action & Adventure, Comedy, Drama, Horror","Seth Rogen, Evan Goldberg","Seth Rogen, Evan Goldberg",568.6,13,83,71.0,32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
This Is Where I Leave You,Comedy,Shawn Levy,Jonathan Tropper,1526.0,8,43,59.0,19800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
This Means War,"Action & Adventure, Comedy, Romance",McG,"Simon Kinberg, Timothy Dowling",950.0,149,26,56.0,65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
This Thing of Ours,Drama,Danny Provenzano,"Danny Provenzano, Ted A. Bohus",0,519,40,29.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Thomas and the Magic Railroad,"Kids & Family, Musical & Performing Arts",Britt Allcroft,Britt Allcroft,656.0,238,21,41.0,0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]"
The Thomas Crown Affair,"Action & Adventure, Classics, Drama, Mystery & Suspense, Romance",Norman Jewison,"Alan Trustman, Alan R. Trustman",0,11,78,74.0,48000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]"
The Thomas Crown Affair,"Action & Adventure, Drama, Mystery & Suspense, Romance",John McTiernan,"Leslie Dixon, Kurt Wimmer",651.0,107,70,77.0,48000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]"
Thor,"Action & Adventure, Drama, Science Fiction & Fantasy",Kenneth Branagh,"Zack Stentz, Ashley Edward Miller, Mark Protosevich, Don Payne",702.2857142857143,20,78,76.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]"
Thor: The Dark World,"Action & Adventure, Science Fiction & Fantasy",Alan Taylor,"Christopher Yost, Christopher Markus, Stephen McFeely",702.2857142857143,26,67,76.0,170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]"
The Three Burials of Melquiades Estrada,"Drama, Western",Tommy Lee Jones,"Guillermo Arriaga, Guillermo Arriaga Jordan",837.0,1,85,81.0,15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 37, ""name"": ""Western""}]"
Three Kings,"Action & Adventure, Comedy",David O. Russell,David O. Russell,598.0,8,94,77.0,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]"
Three to Tango,"Comedy, Drama, Romance",Damon Santostefano,"Rodney Vaccaro, Aline Brosh McKenna, Rodney Patrick Vaccaro",586.0,8,28,49.0,20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Thumbsucker,"Art House & International, Comedy, Drama",Mike Mills,Mike Mills,694.0,1,71,71.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Thunderball,"Action & Adventure, Classics, Drama, Mystery & Suspense",Terence Young,"Richard Maibaum, John R. Hopkins",746.0,17,88,73.0,5500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Thunderbirds,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Jonathan Frakes,"William Osborne, Michael McCullers",484.0,35,19,37.0,57000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Tim and Eric's Billion Dollar Movie,Comedy,"Tim Heidecker, Eric Wareheim","Doug Lussenhop, Tim Heidecker, Jonathan Krisel, Eric Wareheim",0,6,36,47.0,0,"[{""id"": 35, ""name"": ""Comedy""}]"
Timber Falls,"Horror, Mystery & Suspense",Tony Giglio,"Dan Kay, Tony Giglio, Daniel Kay",0,520,38,29.0,2600000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Time Bandits,"Action & Adventure, Science Fiction & Fantasy",Terry Gilliam,"Michael Palin, Terry Gilliam, John Cleese, Eric Idle",627.5,65,89,77.0,5000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]"
The Time Traveler's Wife,"Drama, Science Fiction & Fantasy, Romance",Robert Schwentke,"Bruce Joel Rubin, Jeremy Leven",1007.5,8,39,59.0,39000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]"
Timecop,"Action & Adventure, Science Fiction & Fantasy",Peter Hyams,"Mark Verheiden, Mike Richardson",643.0,75,45,36.0,27000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]"
Timeline,"Action & Adventure, Science Fiction & Fantasy",Richard Donner,"Jeff Maguire, George Nolfi",817.0,20,11,45.0,80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Tin Cup,"Comedy, Drama, Romance",Ron Shelton,"Ron Shelton, John Norville",553.0,83,70,65.0,45000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Tinker Tailor Soldier Spy,"Drama, Mystery & Suspense",Tomas Alfredson,"Peter Straughan, Bridget O'Connor",930.6666666666666,50,83,65.0,30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]"
Tiny Furniture,Comedy,Lena Dunham,Lena Dunham,0,228,80,54.0,65000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Titan A.E.,"Animation, Kids & Family, Science Fiction & Fantasy","Don Bluth, Gary Goldman","Ben Edlund, John August, Joss Whedon",544.5,0,51,60.0,75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]"
TMNT,"Action & Adventure, Animation, Science Fiction & Fantasy",Kevin Munroe,Kevin Munroe,759.0,8,34,60.0,34000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
To Rome with Love,Comedy,Woody Allen,Woody Allen,547.3333333333334,1,46,40.0,17000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
Tom Jones,"Action & Adventure, Classics, Comedy, Romance",Tony Richardson,John Osborne,0,521,85,58.0,1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
Tomcats,Comedy,"Gregory Poirer, Gregory Poirier",Gregory Poirier,494.0,2,14,43.0,11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Tomorrow Never Dies,"Action & Adventure, Drama, Mystery & Suspense",Roger Spottiswoode,"Bruce Feirstein, Jonathan P.B. Taylor",707.0,11,57,53.0,110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Tomorrowland,Science Fiction & Fantasy,Brad Bird,"Brad Bird, Damon Lindelof",706.0,26,50,49.0,190000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Tootsie,"Comedy, Drama, Romance",Sydney Pollack,"Larry Gelbart, Murray Schisgal",610.0,2,90,81.0,21000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Top Five,Comedy,Chris Rock,Chris Rock,595.75,20,86,64.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
Top Gun,"Action & Adventure, Drama",Tony Scott,Jim Cash,1074.0,20,55,83.0,15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]"
Top Hat,"Classics, Comedy, Musical & Performing Arts, Romance",Mark Sandrich,"Dwight Taylor, Allan Scott",0,124,100,91.0,609000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Topaz,"Action & Adventure, Classics, Mystery & Suspense",Alfred Hitchcock,"Samuel A. Taylor, Samuel Taylor",0,35,69,36.0,4000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Tora! Tora! Tora!,"Action & Adventure, Art House & International, Classics, Drama","Richard Fleischer, Kinji Fukasaku, Toshio Masuda","Larry Forrester, Hideo Oguni, Ryuzo Kikushima",0,522,55,81.0,25485000,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]"
Torn Curtain,"Classics, Mystery & Suspense",Alfred Hitchcock,Brian Moore,517.0,75,68,53.0,3000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Total Recall,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Paul Verhoeven,"Gary Goldman, Ronald Shusett, Dan O'Bannon",1004.0,233,82,78.0,65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Total Recall,"Action & Adventure, Science Fiction & Fantasy",Len Wiseman,"Kurt Wimmer, Mark Bomback",656.5,13,31,47.0,65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]"
The Tourist,"Action & Adventure, Mystery & Suspense, Romance",Florian Henckel von Donnersmarck,"Florian Henckel von Donnersmarck, Christopher McQuarrie, Julian Fellowes",805.3333333333334,2,20,42.0,100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]"
Tower Heist,"Action & Adventure, Comedy, Drama",Brett Ratner,"Adam Cooper, Jeff Nathanson, Ted Griffin",749.0,35,67,48.0,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
Town & Country,"Comedy, Drama",Peter Chelsom,"Michael Laughlin, Buck Henry",518.0,10,13,14.0,90000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
The Toxic Avenger,"Comedy, Cult Movies, Horror, Science Fiction & Fantasy","Michael Herz, Samuel Weil, Lloyd Kaufman","Lloyd Kaufman, Joe Ritter, Stuart Strutin, Gay Partington Terry",0,523,70,64.0,0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]"
Toy Story,"Animation, Comedy, Kids & Family",John Lasseter,"Joss Whedon, Andrew Stanton, Joel Cohen, Alec Sokolow",1392.0,5,100,92.0,30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Toy Story 2,"Animation, Comedy, Kids & Family",John Lasseter,"Doug Chamberlain, Rita Hsiao, Doug Chamberlin, Chris Webb, Ash Brannon, John Lasseter, Pete Docter, Andrew Stanton",1392.0,19,100,86.0,90000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Toy Story 3,"Animation, Comedy, Kids & Family",Lee Unkrich,"Lee Unkrich, Andrew Stanton, John Lasseter, Michael Arndt",924.5,26,98,89.0,200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]"
Tracker,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",Ian Sharp,Nicolas van Pallandt,332.0,524,85,52.0,6500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]"
Trading Places,Comedy,John Landis,"Timothy Harris, Herschel Weingrod",630.5,20,87,84.0,40600000,"[{""id"": 35, ""name"": ""Comedy""}]"
Training Day,"Action & Adventure, Drama, Mystery & Suspense",Antoine Fuqua,David Ayer,547.25,8,72,89.0,45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Trainspotting,"Comedy, Drama",Danny Boyle,"John Hodge, Danny Boyle",469.0,86,90,93.0,4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
Trainwreck,Comedy,Judd Apatow,Amy Schumer,743.0,35,85,66.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Trance,"Mystery & Suspense, Special Interest",Danny Boyle,"Joe Ahearne, John Hodge",848.0,0,68,62.0,20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
Transamerica,"Comedy, Drama",Duncan Tucker,Duncan Tucker,0,164,77,83.0,1000000,"[{""id"": 18, ""name"": ""Drama""}]"
Transcendence,"Drama, Science Fiction & Fantasy",Wally Pfister,Jack Paglen,720.8,8,20,37.0,100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
Transformers: Age of Extinction,"Action & Adventure, Science Fiction & Fantasy",Michael Bay,Ehren Kruger,566.0,20,18,51.0,210000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"
Transformers: Dark of the Moon,"Action & Adventure, Science Fiction & Fantasy",Michael Bay,Ehren Kruger,681.4,76,35,55.0,195000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]"
Transformers: Revenge of the Fallen,"Action & Adventure, Science Fiction & Fantasy",Michael Bay,"Ehren Kruger, Roberto Orci, Alex Kurtzman",686.0,191,20,57.0,150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"
Transformers,"Action & Adventure, Science Fiction & Fantasy",Michael Bay,"Alex Kurtzman, Roberto Orci, John Rogers",671.6,163,58,85.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]"
The Transporter,"Action & Adventure, Drama","Cory Yuen, Louis Leterrier, Corey Yuen","Luc Besson, Robert Mark Kamen",1719.0,305,54,73.0,21000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
Transporter 2,Action & Adventure,Louis Leterrier,"Luc Besson, Robert Mark Kamen",1719.0,0,52,58.0,32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Transsiberian,"Drama, Mystery & Suspense",Brad Anderson,"Brad Anderson, Will Conroy",548.0,132,93,65.0,15000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]"
Trapeze,"Action & Adventure, Drama",Carol Reed,"James R. Webb, Liam O'Brien",455.0,525,67,63.0,4000000,"[{""id"": 18, ""name"": ""Drama""}]"
Trash,"Action & Adventure, Drama, Mystery & Suspense",Stephen Daldry,"Richard Curtis, Felipe Braga",0,50,66,70.0,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Treasure Planet,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy","Ron Clements, John Musker","Sam Levine, Alex Mann, Ron Clements, John Musker, Rob Edwards",533.0,118,69,71.0,140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Trees Lounge,"Art House & International, Comedy, Drama, Mystery & Suspense",Steve Buscemi,Steve Buscemi,1034.0,115,81,78.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Tremors,"Comedy, Horror",Ron Underwood,"S.S. Wilson, Brent Maddock",0,69,85,75.0,11000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]"
Triple 9,"Action & Adventure, Drama",John Hillcoat,Matt Cook,589.75,112,53,41.0,20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Troop Beverly Hills,Comedy,"Jeff Kanew, J. Kanew","Ava Ostern Fries, Margaret Oberman, Pamela Norris",903.0,526,8,61.0,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Tropic Thunder,Comedy,Ben Stiller,"Justin Theroux, Etan Cohen, Ben Stiller",1103.1666666666667,511,81,70.0,92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
Trouble with the Curve,Drama,Robert Lorenz,Randy Brown,726.0,8,51,66.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Troy,"Action & Adventure, Classics, Drama",Wolfgang Petersen,David Benioff,774.5714285714286,8,54,73.0,175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
Trucker,Drama,James Mottern,James Mottern,747.5,315,59,58.0,2000000,"[{""id"": 18, ""name"": ""Drama""}]"
True Grit,"Classics, Western",Henry Hathaway,Marguerite Roberts,569.0,65,88,84.0,38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]"
True Grit,"Action & Adventure, Drama, Western","Joel Coen, Ethan Coen","Joel Coen, Ethan Coen",520.0,20,96,85.0,38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]"
True Romance,"Action & Adventure, Drama, Mystery & Suspense",Tony Scott,Quentin Tarantino,735.0,119,92,93.0,12500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]"
The Truman Show,"Comedy, Drama",Peter Weir,Andrew Niccol,607.0,20,94,89.0,60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Trust,Drama,David Schwimmer,"Andy Bellin, Rob Festinger",556.25,244,78,65.0,9500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Trust the Man,"Comedy, Drama, Romance",Bart Freundlich,Bart Freundlich,770.5,89,28,35.0,9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Tuck Everlasting,"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Jay Russell,"Jeffrey Lieber, James V. Hart",458.0,19,61,70.0,0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]"
Turbo,"Animation, Kids & Family",David Soren,"Darren Lemke, David Soren",971.25,174,67,65.0,135000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"
Tusk,Horror,Kevin Smith,Kevin Smith,1021.5,312,45,36.0,2800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]"
The Tuxedo,"Action & Adventure, Comedy, Science Fiction & Fantasy",Kevin Donovan,"Michael Leeson, Michael J. Wilson, Phil Hay, Matt Manfredi",540.0,121,21,29.0,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
The Twilight Saga: New Moon,"Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",Chris Weitz,Melissa Rosenberg,670.0,9,28,61.0,50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Twilight Zone: The Movie,"Horror, Mystery & Suspense, Science Fiction & Fantasy","Joe Dante, John Landis, Steven Spielberg","John Landis, Richard Matheson, George Clayton Johnson, Melissa Mathison, Robert Garland",0,8,58,55.0,10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Twixt,Horror,Francis Ford Coppola,Francis Ford Coppola,365.0,527,26,18.0,7000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Two Can Play That Game,"Comedy, Drama, Romance",Mark Brown,Mark Brown,0,51,43,83.0,6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Two Girls and a Guy,"Comedy, Drama",James Toback,James Toback,773.0,67,51,41.0,1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Two Lovers,"Drama, Romance",James Gray,"Richard Menello, James Gray, Ric Menello",561.5,6,82,59.0,12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Two Weeks Notice,"Comedy, Romance",Marc Lawrence (II),Marc Lawrence (II),611.5,119,42,59.0,60000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
U-571,"Action & Adventure, Drama, Mystery & Suspense",Jonathan Mostow,"Jonathan Mostow, David Ayer, Sam Montgomery",613.75,367,68,62.0,62000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]"
The Ugly Truth,"Comedy, Romance",Robert Luketic,"Karen McCullah Lutz, Nicole Eastman, Kirsten Smith",772.5,36,14,60.0,38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
UHF,"Comedy, Television",Jay Levey,"Weird Al Yankovic, Jay Levey",0,109,64,77.0,5000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Ulee's Gold,Drama,Victor Nuñez,Victor Nuñez,0,25,94,75.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
The Ultimate Gift,Drama,Michael O. Sajbel,"Cheryl McKay, Cleve Landsberg",0,528,32,84.0,0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
Unaccompanied Minors,"Comedy, Kids & Family",Paul Feig,"Mya Stark, Jacob Meszaros",659.0,119,29,53.0,26000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Unbreakable,"Drama, Mystery & Suspense, Science Fiction & Fantasy",M. Night Shyamalan,M. Night Shyamalan,761.3333333333334,45,70,77.0,75000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]"
Unbroken,Drama,Angelina Jolie,"Ethan Coen, Joel Coen, Richard LaGravenese, William Nicholson",531.0,35,51,70.0,65000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
Under Siege 2: Dark Territory,Action & Adventure,Geoff Murphy,"Richard Hatem, Matt Reeves",880.0,72,37,38.0,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Under the Skin,Science Fiction & Fantasy,Jonathan Glazer,"Walter Campbell, Jonathan Glazer",2128.0,205,85,55.0,13300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]"
Under the Tuscan Sun,"Comedy, Drama, Romance",Audrey Wells,Audrey Wells,700.0,19,61,78.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Underclassman,"Action & Adventure, Comedy, Drama",Marcos Siega,"David T. Wagner, Brent Goldberg, David Wagner",636.0,86,6,35.0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
Undercover Brother,Comedy,Malcolm D. Lee,"Michael McCullers, John Ridley",707.0,35,77,64.0,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
